361967560	visit market report	market report view	www.coxchevy.com	2016-09-20 15:38:35.000000	Sarasota	3GCPCREH6EG437884	Used	2014	Chevrolet	Silverado 1500	LT	Pickup	Crew Cab	0.0000	55399	0	f	4-Wheel Disc Brakes:6 Speakers:AM/FM:Adjustable Steering Wheel:Air Conditioning:Alloy Wheels:Anti-lock Brakes:Armrest Storage:Automatic Headlights:Braking Assist:CD (Single Disc):Chevrolet MyLink:Chrome Bumpers:Cloth Seats:Compass:Cruise Control:Delay-Off Headlights:Digital Info Center:Door Bin:Emergency Communication System:Floor Mats:Front Airbags (Driver):Front Airbags (Passenger):Front Anti-Roll Bar:Front Bench Seat:Front Center Armrest:Front Side Airbags (Driver):Front Side Airbags (Passenger):HD Radio:Handsfree/Bluetooth Integration:Heated Mirrors:Illuminated Entry:Independent Suspension:Intermittent Wipers:Keyless Entry:Lane Departure Warning:Leather Steering Wheel:MP3:Navigation System:OnStar Communication System:One-Touch Power Windows:Overhead Airbag:Overhead Console:Panic Button:Passenger Sensing Airbag:Power Mirrors:Power Steering:Precrash System:Premium Sound System:Radio Data System:Reading Lights:Rear Bench Seat:Rear Center Armrest:Satellite Radio:Speed-Sensing Steering:Split/Folding Seats:Stability Control:Steering Wheel Controls:Step Bumper:Tachometer:Thermometer:Tinted Windows:Tire Pressure Monitoring System:Traction Control:Trip Computer:Vanity Mirror/Light:Vinyl Floor
361967560	display alternative	market report view	www.coxchevy.com	2016-09-20 15:38:35.000000	Sarasota	3GCPCREH6EG437884	Used	2014	Chevrolet	Silverado 1500	LT	Pickup	Crew Cab	0.0000	55399	0	f	4-Wheel Disc Brakes:6 Speakers:AM/FM:Adjustable Steering Wheel:Air Conditioning:Alloy Wheels:Anti-lock Brakes:Armrest Storage:Automatic Headlights:Braking Assist:CD (Single Disc):Chevrolet MyLink:Chrome Bumpers:Cloth Seats:Compass:Cruise Control:Delay-Off Headlights:Digital Info Center:Door Bin:Emergency Communication System:Floor Mats:Front Airbags (Driver):Front Airbags (Passenger):Front Anti-Roll Bar:Front Bench Seat:Front Center Armrest:Front Side Airbags (Driver):Front Side Airbags (Passenger):HD Radio:Handsfree/Bluetooth Integration:Heated Mirrors:Illuminated Entry:Independent Suspension:Intermittent Wipers:Keyless Entry:Lane Departure Warning:Leather Steering Wheel:MP3:Navigation System:OnStar Communication System:One-Touch Power Windows:Overhead Airbag:Overhead Console:Panic Button:Passenger Sensing Airbag:Power Mirrors:Power Steering:Precrash System:Premium Sound System:Radio Data System:Reading Lights:Rear Bench Seat:Rear Center Armrest:Satellite Radio:Speed-Sensing Steering:Split/Folding Seats:Stability Control:Steering Wheel Controls:Step Bumper:Tachometer:Thermometer:Tinted Windows:Tire Pressure Monitoring System:Traction Control:Trip Computer:Vanity Mirror/Light:Vinyl Floor
361967560	display alternative	market report view	www.coxchevy.com	2016-09-20 15:38:34.000000	Sarasota	3GCPCREH6EG437884	Used	2014	Chevrolet	Silverado 1500	LT	Pickup	Crew Cab	0.0000	55399	0	f	4-Wheel Disc Brakes:6 Speakers:AM/FM:Adjustable Steering Wheel:Air Conditioning:Alloy Wheels:Anti-lock Brakes:Armrest Storage:Automatic Headlights:Braking Assist:CD (Single Disc):Chevrolet MyLink:Chrome Bumpers:Cloth Seats:Compass:Cruise Control:Delay-Off Headlights:Digital Info Center:Door Bin:Emergency Communication System:Floor Mats:Front Airbags (Driver):Front Airbags (Passenger):Front Anti-Roll Bar:Front Bench Seat:Front Center Armrest:Front Side Airbags (Driver):Front Side Airbags (Passenger):HD Radio:Handsfree/Bluetooth Integration:Heated Mirrors:Illuminated Entry:Independent Suspension:Intermittent Wipers:Keyless Entry:Lane Departure Warning:Leather Steering Wheel:MP3:Navigation System:OnStar Communication System:One-Touch Power Windows:Overhead Airbag:Overhead Console:Panic Button:Passenger Sensing Airbag:Power Mirrors:Power Steering:Precrash System:Premium Sound System:Radio Data System:Reading Lights:Rear Bench Seat:Rear Center Armrest:Satellite Radio:Speed-Sensing Steering:Split/Folding Seats:Stability Control:Steering Wheel Controls:Step Bumper:Tachometer:Thermometer:Tinted Windows:Tire Pressure Monitoring System:Traction Control:Trip Computer:Vanity Mirror/Light:Vinyl Floor
361967560	visit market report	market report view	www.coxchevy.com	2016-09-20 15:38:34.000000	Sarasota	3GCPCREH6EG437884	Used	2014	Chevrolet	Silverado 1500	LT	Pickup	Crew Cab	0.0000	55399	0	f	4-Wheel Disc Brakes:6 Speakers:AM/FM:Adjustable Steering Wheel:Air Conditioning:Alloy Wheels:Anti-lock Brakes:Armrest Storage:Automatic Headlights:Braking Assist:CD (Single Disc):Chevrolet MyLink:Chrome Bumpers:Cloth Seats:Compass:Cruise Control:Delay-Off Headlights:Digital Info Center:Door Bin:Emergency Communication System:Floor Mats:Front Airbags (Driver):Front Airbags (Passenger):Front Anti-Roll Bar:Front Bench Seat:Front Center Armrest:Front Side Airbags (Driver):Front Side Airbags (Passenger):HD Radio:Handsfree/Bluetooth Integration:Heated Mirrors:Illuminated Entry:Independent Suspension:Intermittent Wipers:Keyless Entry:Lane Departure Warning:Leather Steering Wheel:MP3:Navigation System:OnStar Communication System:One-Touch Power Windows:Overhead Airbag:Overhead Console:Panic Button:Passenger Sensing Airbag:Power Mirrors:Power Steering:Precrash System:Premium Sound System:Radio Data System:Reading Lights:Rear Bench Seat:Rear Center Armrest:Satellite Radio:Speed-Sensing Steering:Split/Folding Seats:Stability Control:Steering Wheel Controls:Step Bumper:Tachometer:Thermometer:Tinted Windows:Tire Pressure Monitoring System:Traction Control:Trip Computer:Vanity Mirror/Light:Vinyl Floor
365974354	visit market report	market report view	www.coxchevy.com	2016-09-20 13:45:55.000000	Sarasota	1FTWW33R88EB50375	Used	2008	Ford	F-350		Pickup	Crew Cab	0.0000	92670	0	f	Anti-lock Brakes:Dual Rear Wheel
365974354	visit market report	market report view	www.coxchevy.com	2016-09-20 13:45:55.000000	Sarasota	1FTWW33R88EB50375	Used	2008	Ford	F-350		Pickup	Crew Cab	0.0000	92670	0	f	Anti-lock Brakes:Dual Rear Wheel
365974354	display alternative	market report view	www.coxchevy.com	2016-09-20 13:45:55.000000	Sarasota	1FTWW33R88EB50375	Used	2008	Ford	F-350		Pickup	Crew Cab	0.0000	92670	0	f	Anti-lock Brakes:Dual Rear Wheel
365974354	display alternative	market report view	www.coxchevy.com	2016-09-20 13:45:55.000000	Sarasota	1FTWW33R88EB50375	Used	2008	Ford	F-350		Pickup	Crew Cab	0.0000	92670	0	f	Anti-lock Brakes:Dual Rear Wheel
370619943	visit market report	market report view	www.coxchevy.com	2016-09-20 08:35:14.000000	Sarasota	1GNSCJKC5FR532711	Used	2015	Chevrolet	Suburban	LT	SUV	null	0.0000	41221	0	f	18 Inch Wheels:4-Wheel Disc Brakes:9 Speakers:AM/FM:Adjustable Pedals:Adjustable Seats:Adjustable Steering Wheel:Air Conditioning:Alloy Wheels:Anti-lock Brakes:Anti-theft System:Auto Climate Control:Auto-dimming Mirror:Automatic Headlights:Body Colored Bumpers:Bose Sound System:Braking Assist:CD (Single Disc):Chevrolet MyLink:Compass:Cruise Control:Delay-Off Headlights:Door Bin:Dual-zone Climate Control:Emergency Communication System:Front Airbags (Driver):Front Airbags (Passenger):Front Anti-Roll Bar:Front Bucket Seats:Front Center Armrest:Front Side Airbags (Driver):Front Side Airbags (Passenger):HD Radio:Heated Mirrors:Heated Seats:Illuminated Entry:Independent Suspension:Integrated Garage Door Opener:Keyless Entry:Lane Departure Warning:Leather Trimmed Seats:Locking Differential:MP3:OnStar Communication System:Overhead Airbag:Overhead Console:Panic Button:Parking Assist System:Passenger Sensing Airbag:Power Mirrors:Power Seat (Driver):Power Seat (Passenger):Power Steering:Power Windows:Precrash System:Rain-Sensing Wipers:Reading Lights:Rear Air Conditioning:Rear Anti-Roll Bar:Rear Bench Seat:Rear Center Armrest:Rear Window Defroster:Rear Window Wiper:Roof Rack:Safety Alert Seat:Satellite Radio:Seat Memory:Smooth Ride Suspension Package:Speed-Sensing Steering:Split/Folding Seats:Spoiler:Stability Control:Steering Wheel Controls:Tachometer:Thermometer:Third Row Seating:Tire Pressure Monitoring System:Traction Control:Trip Computer:Trip Odometer:Vanity Mirror/Light
370619943	display alternative	market report view	www.coxchevy.com	2016-09-20 08:35:14.000000	Sarasota	1GNSCJKC5FR532711	Used	2015	Chevrolet	Suburban	LT	SUV	null	0.0000	41221	0	f	18 Inch Wheels:4-Wheel Disc Brakes:9 Speakers:AM/FM:Adjustable Pedals:Adjustable Seats:Adjustable Steering Wheel:Air Conditioning:Alloy Wheels:Anti-lock Brakes:Anti-theft System:Auto Climate Control:Auto-dimming Mirror:Automatic Headlights:Body Colored Bumpers:Bose Sound System:Braking Assist:CD (Single Disc):Chevrolet MyLink:Compass:Cruise Control:Delay-Off Headlights:Door Bin:Dual-zone Climate Control:Emergency Communication System:Front Airbags (Driver):Front Airbags (Passenger):Front Anti-Roll Bar:Front Bucket Seats:Front Center Armrest:Front Side Airbags (Driver):Front Side Airbags (Passenger):HD Radio:Heated Mirrors:Heated Seats:Illuminated Entry:Independent Suspension:Integrated Garage Door Opener:Keyless Entry:Lane Departure Warning:Leather Trimmed Seats:Locking Differential:MP3:OnStar Communication System:Overhead Airbag:Overhead Console:Panic Button:Parking Assist System:Passenger Sensing Airbag:Power Mirrors:Power Seat (Driver):Power Seat (Passenger):Power Steering:Power Windows:Precrash System:Rain-Sensing Wipers:Reading Lights:Rear Air Conditioning:Rear Anti-Roll Bar:Rear Bench Seat:Rear Center Armrest:Rear Window Defroster:Rear Window Wiper:Roof Rack:Safety Alert Seat:Satellite Radio:Seat Memory:Smooth Ride Suspension Package:Speed-Sensing Steering:Split/Folding Seats:Spoiler:Stability Control:Steering Wheel Controls:Tachometer:Thermometer:Third Row Seating:Tire Pressure Monitoring System:Traction Control:Trip Computer:Trip Odometer:Vanity Mirror/Light
